[2025-05-31 17:26:03] TOP 1 | beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:26:03] TOP 2 | spectra-v2 | STUSD | TVL $132,448.00 | APR 54,046.60% | Score 16,213.98
[2025-05-31 17:26:03] TOP 3 | berapaw | BULLISHV2 | TVL $28,784.00 | APR 28,862.79% | Score 8,658.84
[2025-05-31 17:28:37] 📅 Nouvelle analyse lancée
[2025-05-31 17:28:37] 🔧 Profil utilisé : modéré (APR 0.3, TVL 0.2)
[2025-05-31 17:28:38] beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:40:10] [POOL] camelot-v3 | USDC-AXLUSDC | TVL $36,219.00 | APR 6.33% | Score 1.90
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-RIGBY | TVL $36,206.00 | APR 33.52% | Score 10.06
[2025-05-31 17:40:10] [POOL] uniswap-v2 | LOCK-WETH | TVL $36,190.00 | APR 10.53% | Score 3.16
[2025-05-31 17:40:10] [POOL] euler-v2 | PZETH | TVL $36,182.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-XYO | TVL $36,167.00 | APR 1.46% | Score 0.44
[2025-05-31 17:40:10] [POOL] morpho-blue | WSTETH | TVL $36,153.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | KP3R-LDO | TVL $36,151.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] beefy | LBTC | TVL $36,116.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-MILK | TVL $36,112.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] tokensfarm | EMT | TVL $36,109.00 | APR 53.22% | Score 15.97
[2025-05-31 17:40:10] [POOL] raydium-amm | GRASS-WSOL | TVL $36,090.00 | APR 258.89% | Score 77.67
[2025-05-31 17:40:10] [POOL] uniswap-v2 | FOMO-WETH | TVL $36,075.00 | APR 7.09% | Score 2.13
[2025-05-31 17:40:10] [POOL] raydium-amm | USDC-USDC | TVL $36,073.00 | APR 1.41% | Score 0.42
[2025-05-31 17:40:10] [POOL] francium | POLIS | TVL $36,073.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:10] [POOL] osmosis-dex | AKT-PASG | TVL $36,067.00 | APR 11.62% | Score 3.48
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-FELIX | TVL $36,066.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] hop-protocol | USDT | TVL $36,045.00 | APR 4.59% | Score 1.38
[2025-05-31 17:40:10] [POOL] morpho-blue | IONICUSDC | TVL $36,044.00 | APR 5.17% | Score 1.55
[2025-05-31 17:40:10] [POOL] balancer-v2 | CBETH-WETH | TVL $36,042.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] balancer-v2 | LINK-WETH | TVL $36,040.00 | APR 0.60% | Score 0.18
[2025-05-31 17:40:10] [POOL] uniswap-v3 | USDT-UNISHOP.AI | TVL $36,038.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] camelot-v3 | CLUTCH-WETH | TVL $36,038.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | EEEEEEEEE-WETH | TVL $36,035.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-OSAK | TVL $36,023.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | EXOF-CEUR | TVL $36,011.00 | APR 0.56% | Score 0.17
[2025-05-31 17:40:10] [POOL] pangolin | DGNX-WAVAX | TVL $36,001.00 | APR 2.96% | Score 0.89
[2025-05-31 17:40:10] [POOL] uniswap-v3 | LBTC-XSOLVBTC | TVL $35,993.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] beefy | WS-USDC | TVL $35,974.00 | APR 261.19% | Score 78.36
[2025-05-31 17:40:10] [POOL] sushiswap | GRT-WETH | TVL $35,957.00 | APR 5.86% | Score 1.76
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-LEAVE | TVL $35,949.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] loopring | LINK-ETH | TVL $35,945.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] teller | USDC | TVL $35,940.00 | APR 34.06% | Score 10.22
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-VIRGEN | TVL $35,938.00 | APR 6,924.21% | Score 2,077.26
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-X | TVL $35,934.00 | APR 36.09% | Score 10.83
[2025-05-31 17:40:10] [POOL] nostra-pools | STRK-USDC | TVL $35,932.00 | APR 9.64% | Score 2.89
[2025-05-31 17:40:10] [POOL] beefy | WBTC-USDCE | TVL $35,931.00 | APR 44.37% | Score 13.31
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-AIT | TVL $35,915.00 | APR 34.87% | Score 10.46
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-TUAH | TVL $35,893.00 | APR 42.58% | Score 12.77
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-UOS | TVL $35,884.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | DEEPR-WETH | TVL $35,875.00 | APR 9.73% | Score 2.92
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BNC | TVL $35,866.00 | APR 277.12% | Score 83.14
[2025-05-31 17:40:10] [POOL] sushiswap | NEWO-USDC | TVL $35,845.00 | APR 0.11% | Score 0.03
[2025-05-31 17:40:10] [POOL] astroport | USDC-EURE | TVL $35,830.00 | APR 0.21% | Score 0.06
[2025-05-31 17:40:10] [POOL] orca | BSOL-DRIFT | TVL $35,820.00 | APR 12.19% | Score 3.66
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WEPE-WETH | TVL $35,815.00 | APR 0.05% | Score 0.01
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-JAJAK | TVL $35,803.00 | APR 29.44% | Score 8.83
[2025-05-31 17:40:10] [POOL] icpswap | GLDT-CKUSDC | TVL $35,784.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-DRUGLON | TVL $35,772.00 | APR 32.75% | Score 9.83
[2025-05-31 17:40:10] [POOL] morpho-blue | UXRP | TVL $35,766.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] avalon-finance | WBTC | TVL $35,760.00 | APR 1.14% | Score 0.34
[2025-05-31 17:40:10] [POOL] wing-finance | USDT | TVL $35,760.00 | APR 3.85% | Score 1.15
[2025-05-31 17:40:10] [POOL] gamma | PLSARB-ARB | TVL $35,758.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | USDC-SAVE | TVL $35,753.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | FUR-WSOL | TVL $35,750.00 | APR 605.01% | Score 181.50
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-BTCBULL | TVL $35,733.00 | APR 0.05% | Score 0.02
[2025-05-31 17:40:10] [POOL] uniswap-v3 | HAI-USDC | TVL $35,726.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] osmosis-dex | STTIA-TIA | TVL $35,725.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] vesper | OP | TVL $35,724.00 | APR 0.28% | Score 0.08
[2025-05-31 17:40:10] [POOL] aerodrome-slipstream | USDZ-USDC | TVL $35,713.00 | APR 18.42% | Score 5.53
[2025-05-31 17:40:10] [POOL] pac-finance | EZETH | TVL $35,707.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WBTC-UNIBTC | TVL $35,696.00 | APR 10.28% | Score 3.08
[2025-05-31 17:40:10] [POOL] raydium-amm | TELEGRAM-WSOL | TVL $35,695.00 | APR 163.18% | Score 48.95
[2025-05-31 17:40:10] [POOL] uniswap-v2 | 9MM-WETH | TVL $35,683.00 | APR 0.11% | Score 0.03
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BABYDOG | TVL $35,675.00 | APR 44.18% | Score 13.25
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-QKNTL | TVL $35,667.00 | APR 1.91% | Score 0.57
[2025-05-31 17:40:10] [POOL] orca | SOL- | TVL $35,622.00 | APR 31.55% | Score 9.47
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH.E-USDC | TVL $35,621.00 | APR 18.98% | Score 5.69
[2025-05-31 17:40:10] [POOL] raydium-amm | GOBLI-WSOL | TVL $35,613.00 | APR 136.81% | Score 41.04
[2025-05-31 17:40:10] [POOL] velodrome-v2 | USDC-SNX | TVL $35,599.00 | APR 6.78% | Score 2.04
[2025-05-31 17:40:10] [POOL] osmosis-dex | NTRN-USDC | TVL $35,598.00 | APR 0.40% | Score 0.12
[2025-05-31 17:40:10] [POOL] beefy | SCUSD-WSTKSCUSD | TVL $35,594.00 | APR 5.23% | Score 1.57
[2025-05-31 17:40:10] [POOL] apeswap-amm | WMATIC-WETH | TVL $35,593.00 | APR 0.57% | Score 0.17
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-SAMA | TVL $35,592.00 | APR 0.38% | Score 0.11
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-VIRGIE | TVL $35,583.00 | APR 45.90% | Score 13.77
[2025-05-31 17:40:10] [POOL] uniswap-v3 | CBETH-WETH | TVL $35,563.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v3 | CKES-CUSD | TVL $35,552.00 | APR 0.85% | Score 0.25
[2025-05-31 17:40:10] [POOL] velodrome-v2 | ITP-WSTETH | TVL $35,550.00 | APR 13.83% | Score 4.15
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-$FLIP | TVL $35,545.00 | APR 1,069.59% | Score 320.88
[2025-05-31 17:40:10] [POOL] curve-dex | STMATIC-MATIC | TVL $35,543.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | USDC-USD | TVL $35,534.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | ICHI-USDT | TVL $35,518.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] gamma | USDC-DAI | TVL $35,515.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-$SORANA | TVL $35,509.00 | APR 40.27% | Score 12.08
[2025-05-31 17:40:10] [POOL] sushiswap | MOONCAT-WETH | TVL $35,500.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] rho-markets | USDT | TVL $35,492.00 | APR 18.88% | Score 5.66
[2025-05-31 17:40:10] [POOL] sky-lending | LSMKR | TVL $35,480.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] zunami-protocol | ZUNETH | TVL $35,479.00 | APR 11.85% | Score 3.55
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMATIC-PRNT | TVL $35,469.00 | APR 4.14% | Score 1.24
[2025-05-31 17:40:10] [POOL] orange-finance | USDC-WBTC | TVL $35,455.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] reaper-farm | BOO | TVL $35,455.00 | APR 1.82% | Score 0.54
[2025-05-31 17:40:10] [POOL] aura | SUSDE-GYD | TVL $35,451.00 | APR 2.07% | Score 0.62
[2025-05-31 17:40:10] [POOL] turbos | SUIAGENT-TURBOS | TVL $35,429.00 | APR 559.92% | Score 167.98
[2025-05-31 17:40:10] [POOL] folks-finance-xchain | ETH | TVL $35,425.00 | APR 0.09% | Score 0.03
[2025-05-31 17:40:10] [POOL] badger-dao | DIGG | TVL $35,423.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-LAZY | TVL $35,399.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | ERIC-WSOL | TVL $35,390.00 | APR 1,003.50% | Score 301.05
[2025-05-31 17:40:10] [POOL] ramses-cl | USDFI-WETH | TVL $35,369.00 | APR 6.81% | Score 2.04
[2025-05-31 17:40:10] [POOL] sushiswap | WETH-LADY | TVL $35,366.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | PIPT-WETH | TVL $35,364.00 | APR 0.45% | Score 0.13
[2025-05-31 17:40:10] [POOL] sushiswap | WETH-GOHM | TVL $35,345.00 | APR 0.52% | Score 0.16
[2025-05-31 17:40:10] [POOL] orca | SOL-TM | TVL $35,333.00 | APR 12.83% | Score 3.85
[2025-05-31 17:40:10] [POOL] turbos | SLIK-SUI | TVL $35,324.00 | APR 27.35% | Score 8.20
[2025-05-31 17:40:10] [POOL] morpho-blue | NONCEWETH | TVL $35,312.00 | APR 3.15% | Score 0.94
[2025-05-31 17:40:10] [POOL] aerodrome-slipstream | WETH-FLAY | TVL $35,306.00 | APR 153.21% | Score 45.96
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-A | TVL $35,297.00 | APR 49.21% | Score 14.76
[2025-05-31 17:40:10] [POOL] flowx-v2 | SUI-CHOP | TVL $35,292.00 | APR 16.06% | Score 4.82
[2025-05-31 17:40:10] [POOL] uniswap-v3 | YFI-WETH | TVL $35,280.00 | APR 0.82% | Score 0.25
[2025-05-31 17:40:10] [POOL] colend-protocol | ABTC | TVL $35,278.00 | APR 0.39% | Score 0.12
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-WOLF | TVL $35,275.00 | APR 2.07% | Score 0.62
[2025-05-31 17:40:10] [POOL] sushiswap | SIL-USDT | TVL $35,272.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-KGRETA | TVL $35,270.00 | APR 260.89% | Score 78.27
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-RYU | TVL $35,257.00 | APR 0.05% | Score 0.02
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-YADOM | TVL $35,243.00 | APR 33.86% | Score 10.16
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-SGETH | TVL $35,236.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] beefy | WETH-USUI | TVL $35,235.00 | APR 11.53% | Score 3.46
[2025-05-31 17:40:10] [POOL] camelot-v3 | BOOP-WETH | TVL $35,220.00 | APR 1.04% | Score 0.31
[2025-05-31 17:40:10] [POOL] orca | SOL-RENDER | TVL $35,216.00 | APR 4.42% | Score 1.33
[2025-05-31 17:40:10] [POOL] zunami-protocol | APSZUNETH | TVL $35,215.00 | APR 17.68% | Score 5.31
[2025-05-31 17:40:10] [POOL] beefy | MSUSD-USDC | TVL $35,213.00 | APR 9.61% | Score 2.88
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-BONKER | TVL $35,202.00 | APR 34.43% | Score 10.33
[2025-05-31 17:40:10] [POOL] raydium-amm | FLIP-WSOL | TVL $35,201.00 | APR 660.51% | Score 198.15
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-CLOWD | TVL $35,188.00 | APR 313.79% | Score 94.14
[2025-05-31 17:40:10] [POOL] balancer-v2 | USDC-WETH | TVL $35,187.00 | APR 1.44% | Score 0.43
[2025-05-31 17:40:10] [POOL] kamino-liquidity | BSOL-DRIFT | TVL $35,181.00 | APR 75.12% | Score 22.54
[2025-05-31 17:40:10] [POOL] orca | SNS-USDC | TVL $35,174.00 | APR 0.09% | Score 0.03
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-PPP | TVL $35,165.00 | APR 3.38% | Score 1.01
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-GOATS | TVL $35,165.00 | APR 12.44% | Score 3.73
[2025-05-31 17:40:10] [POOL] uniswap-v3 | ZTX-WETH | TVL $35,153.00 | APR 53.45% | Score 16.04
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-NFI | TVL $35,127.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-INVADERS | TVL $35,122.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] turbos | JAI-SUI | TVL $35,109.00 | APR 0.72% | Score 0.21
[2025-05-31 17:40:10] [POOL] uniswap-v2 | $ERROR-WETH | TVL $35,104.00 | APR 5.46% | Score 1.64
[2025-05-31 17:40:10] [POOL] osmosis-dex | USDC-KYVE | TVL $35,104.00 | APR 0.17% | Score 0.05
[2025-05-31 17:40:10] [POOL] orca | SOL-USDC | TVL $35,103.00 | APR 50.53% | Score 15.16
[2025-05-31 17:40:10] [POOL] raydium-amm | XORIGINALS-WSOL | TVL $35,071.00 | APR 3.42% | Score 1.03
[2025-05-31 17:40:10] [POOL] steer-protocol | WMATIC-MASQ | TVL $35,055.00 | APR 2.99% | Score 0.90
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-MAXWELL | TVL $35,049.00 | APR 45.07% | Score 13.52
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WSTETH-HARAMBE | TVL $35,038.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-G3 | TVL $35,014.00 | APR 5.29% | Score 1.59
[2025-05-31 17:40:10] [POOL] raydium-amm | BROM-WSOL | TVL $34,997.00 | APR 561.95% | Score 168.59
[2025-05-31 17:40:10] [POOL] uniswap-v3 | USDC-UNI | TVL $34,995.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] osmosis-dex | ATOM-IRIS | TVL $34,994.00 | APR 4.54% | Score 1.36
[2025-05-31 17:40:10] [POOL] teller | USDC | TVL $34,993.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] beefy | MSETH-WETH | TVL $34,991.00 | APR 5.06% | Score 1.52
[2025-05-31 17:40:10] [POOL] beefy | PXETH-ALETH | TVL $34,988.00 | APR 4.01% | Score 1.20
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-DEV | TVL $34,978.00 | APR 33.21% | Score 9.96
[2025-05-31 17:40:10] [POOL] dolomite | PUMPBTC.BERA | TVL $34,977.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | KLIMA-NCT | TVL $34,977.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WBNB-DOGEVERSE | TVL $34,973.00 | APR 0.27% | Score 0.08
[2025-05-31 17:40:10] [POOL] raydium-amm | JLP-USDC | TVL $34,941.00 | APR 23.39% | Score 7.02
[2025-05-31 17:40:10] [POOL] pangolin | NFTD-USDT.E | TVL $34,923.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | SUCCESSKID-WSOL | TVL $34,901.00 | APR 448.75% | Score 134.63
[2025-05-31 17:40:10] [POOL] raydium-amm | OMEGA-WSOL | TVL $34,898.00 | APR 495.42% | Score 148.63
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-CPC | TVL $34,896.00 | APR 44.41% | Score 13.32
[2025-05-31 17:40:10] [POOL] aave-v3 | FRAX | TVL $34,889.00 | APR 6.63% | Score 1.99
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-SMISKI | TVL $34,882.00 | APR 162.80% | Score 48.84
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMINIMA-USDT | TVL $34,881.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] sushiswap | WETH-AVASTR | TVL $34,875.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | FFM-WETH | TVL $34,855.00 | APR 0.33% | Score 0.10
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-GRUG | TVL $34,847.00 | APR 1,532.29% | Score 459.69
[2025-05-31 17:40:10] [POOL] minswap | ADA-NOVA | TVL $34,826.00 | APR 0.12% | Score 0.04
[2025-05-31 17:40:10] [POOL] raydium-amm | FACEBOOK-WSOL | TVL $34,793.00 | APR 476.51% | Score 142.95
[2025-05-31 17:40:10] [POOL] uniswap-v2 | CTO-WETH | TVL $34,772.00 | APR 3.35% | Score 1.00
[2025-05-31 17:40:10] [POOL] prime-protocol | GLMR | TVL $34,764.00 | APR 1.21% | Score 0.36
[2025-05-31 17:40:10] [POOL] uniswap-v3 | ICHI-WBNB | TVL $34,762.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-SMF | TVL $34,760.00 | APR 78.49% | Score 23.55
[2025-05-31 17:40:10] [POOL] orca | SOL-USDC | TVL $34,758.00 | APR 20.79% | Score 6.24
[2025-05-31 17:40:10] [POOL] uniswap-v3 | PYR-WETH | TVL $34,745.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] ramses-legacy | FRAX-DOLA | TVL $34,739.00 | APR 0.63% | Score 0.19
[2025-05-31 17:40:10] [POOL] sushiswap | WETH-DDAO | TVL $34,729.00 | APR 1.56% | Score 0.47
[2025-05-31 17:40:10] [POOL] joe-lend | MIM | TVL $34,728.00 | APR 3.47% | Score 1.04
[2025-05-31 17:40:10] [POOL] uniswap-v3 | REKT-WETH | TVL $34,701.00 | APR 5.82% | Score 1.75
[2025-05-31 17:40:10] [POOL] kamino-liquidity | VCHF-USDC | TVL $34,678.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] orca | ORCA-RAY | TVL $34,670.00 | APR 23.35% | Score 7.01
[2025-05-31 17:40:10] [POOL] orca | STSOL-USDT | TVL $34,666.00 | APR 0.01% | Score 0.00
[2025-05-31 17:40:10] [POOL] wasabi | SOL | TVL $34,662.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] merkl | WETH-RSWETH | TVL $34,655.00 | APR 9.16% | Score 2.75
[2025-05-31 17:40:10] [POOL] trisolaris | USDC-USDT | TVL $34,651.00 | APR 3.15% | Score 0.95
[2025-05-31 17:40:10] [POOL] save | USDT | TVL $34,649.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] curve-dex | OHM-ETH | TVL $34,644.00 | APR 0.30% | Score 0.09
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-DOGEGF | TVL $34,633.00 | APR 17.52% | Score 5.25
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-ANDY | TVL $34,598.00 | APR 3.23% | Score 0.97
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-FOX | TVL $34,581.00 | APR 0.26% | Score 0.08
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WMATIC-WBTC | TVL $34,574.00 | APR 37.36% | Score 11.21
[2025-05-31 17:40:10] [POOL] gamma | USDC-WUSDM | TVL $34,560.00 | APR 0.75% | Score 0.23
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-GONESLER | TVL $34,555.00 | APR 33.80% | Score 10.14
[2025-05-31 17:40:10] [POOL] uniswap-v3 | USDC-NCT | TVL $34,553.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] gamma | VELA-WETH | TVL $34,552.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] wing-finance | PUNI | TVL $34,541.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | USDC-GNS | TVL $34,538.00 | APR 10.36% | Score 3.11
[2025-05-31 17:40:10] [POOL] sushiswap | OAK-WETH | TVL $34,535.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] osmosis-dex | REGEN-USDC | TVL $34,505.00 | APR 0.86% | Score 0.26
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-SWIFT | TVL $34,480.00 | APR 38.19% | Score 11.46
[2025-05-31 17:40:10] [POOL] osmosis-dex | RIO-ATOM | TVL $34,451.00 | APR 6.31% | Score 1.89
[2025-05-31 17:40:10] [POOL] uniswap-v3 | MNT-WETH | TVL $34,446.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] minswap | ADA-VYFI | TVL $34,444.00 | APR 3.13% | Score 0.94
[2025-05-31 17:40:10] [POOL] acryptos | DAI-USDC-100 | TVL $34,441.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v3 | JUNGLEBAYMEMES-WETH | TVL $34,420.00 | APR 1.84% | Score 0.55
[2025-05-31 17:40:10] [POOL] napier | MCWETH | TVL $34,414.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | PEEP-WETH | TVL $34,395.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] curve-dex | WEETH-RSETH | TVL $34,389.00 | APR 2.27% | Score 0.68
[2025-05-31 17:40:10] [POOL] orca | JTO-PYTH | TVL $34,388.00 | APR 4.49% | Score 1.35
[2025-05-31 17:40:10] [POOL] raydium-amm | WSOL-PREDO | TVL $34,387.00 | APR 30.79% | Score 9.24
[2025-05-31 17:40:10] [POOL] reserve-protocol | BSDX | TVL $34,383.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-MOSU | TVL $34,378.00 | APR 0.17% | Score 0.05
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-ACID | TVL $34,365.00 | APR 5.01% | Score 1.50
[2025-05-31 17:40:10] [POOL] uniswap-v3 | WETH-AIKEK | TVL $34,346.00 | APR 10.26% | Score 3.08
[2025-05-31 17:40:10] [POOL] icpswap | EXE-ICP | TVL $34,336.00 | APR 7.67% | Score 2.30
[2025-05-31 17:40:10] [POOL] hydt-protocol | HYDT | TVL $34,328.00 | APR 69.74% | Score 20.92
[2025-05-31 17:40:10] [POOL] primex-finance | AAVE | TVL $34,321.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] navi-lending | FDUSD | TVL $34,318.00 | APR 7.18% | Score 2.16
[2025-05-31 17:40:10] [POOL] equalizer-exchange | WS-WETH | TVL $34,314.00 | APR 2.20% | Score 0.66
[2025-05-31 17:40:10] [POOL] frax | FRAX-FPIS | TVL $34,303.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] fraxlend | FPI | TVL $34,296.00 | APR 0.46% | Score 0.14
[2025-05-31 17:40:10] [POOL] arrakis-v1 | WETH-HANEP | TVL $34,291.00 | APR 7.63% | Score 2.29
[2025-05-31 17:40:10] [POOL] camelot-v2 | HOOT-WETH | TVL $34,290.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] swop | WETH-WBTC | TVL $34,277.00 | APR 0.76% | Score 0.23
[2025-05-31 17:40:10] [POOL] curve-dex | USDC-USDT-SPANK | TVL $34,276.00 | APR 4,884.77% | Score 1,465.43
[2025-05-31 17:40:10] [POOL] uniswap-v2 | WETH-ETHB | TVL $34,264.00 | APR 1.77% | Score 0.53
[2025-05-31 17:40:10] [POOL] beefy | WETH-SPX | TVL $34,259.00 | APR 741.08% | Score 222.32
[2025-05-31 17:40:10] [POOL] uniswap-v3 | KOIN-USDC | TVL $34,252.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:10] [POOL] aerodrome-slipstream | SOLVBTC-CBBTC | TVL $34,247.00 | APR 0.26% | Score 0.08
[2025-05-31 17:40:10] [POOL] yel-finance | WAGMI | TVL $34,237.00 | APR 11.16% | Score 3.35
[2025-05-31 17:40:10] [POOL] uniswap-v3 | AFC-WETH | TVL $34,231.00 | APR 0.00% | Score 0.00
